transaction_amount,transaction_time,user_id,location_ASIA,location_EU,location_OTHER,location_US,is_fraud
-0.8977433841027093,-1.5303013712209184,-0.6185498378115835,1.0,0.0,0.0,0.0,0
0.17986424985080676,0.49212971230289937,-0.5874044667474266,1.0,0.0,0.0,0.0,1
-0.40786747148296226,-0.5190858294590095,-0.895397580604089,0.0,0.0,0.0,1.0,1
-0.8696479863619748,0.05875162297636701,0.17392682593196354,0.0,1.0,0.0,0.0,1
-0.30168822375939197,1.5033452540648082,-0.24826598182660736,0.0,1.0,0.0,0.0,0
-0.9673109698435258,-0.08570774013247712,-1.1064939844833745,0.0,0.0,0.0,1.0,0
1.460373779161758,1.3588858909559642,1.0633001996528875,0.0,0.0,0.0,1.0,0
-0.695886501425695,0.6365890754117435,-0.09946032007563566,1.0,0.0,0.0,0.0,0
0.11161920848248326,-1.5303013712209184,-0.4351382082115486,0.0,0.0,0.0,1.0,0
-0.6198477579641438,0.05875162297636701,-1.4560142597589127,0.0,0.0,1.0,0.0,0
-0.24979377395791086,-1.6747607343297626,0.1670056323621509,0.0,1.0,0.0,0.0,0
-0.1911777209689179,0.9255078016294318,1.2674754099623604,1.0,0.0,0.0,0.0,0
-0.79345779852206,-0.23016710324132125,-0.2828719496756706,0.0,0.0,0.0,1.0,0
2.5815084174965195,-1.096923281894386,-0.12022390078507357,1.0,0.0,0.0,0.0,0
0.5282940015158618,-1.6747607343297626,-0.25518717539642,0.0,0.0,0.0,1.0,0
1.875695835932107,1.0699671647382758,-1.5390685825966643,1.0,0.0,0.0,0.0,0
1.3082005569772663,0.05875162297636701,-0.6220104345964899,0.0,0.0,0.0,1.0,0
-0.06819329208215366,-0.6635451925678536,1.6446804595171491,0.0,0.0,0.0,1.0,0
1.6133081215411658,-0.9524639187855419,0.13932085808290035,0.0,0.0,0.0,1.0,0
-0.9081316366517423,0.6365890754117435,-0.02332719080769664,0.0,0.0,0.0,1.0,0
-0.7793499207763465,-0.08570774013247712,-0.8158038545512437,0.0,1.0,0.0,0.0,0
-0.9557256310022193,-1.6747607343297626,-0.9507671291625901,0.0,1.0,0.0,0.0,0
-0.599336255552136,-1.3858420081120744,1.132512135351014,0.0,1.0,0.0,0.0,0
-0.4981430505380346,0.20321098608521113,1.5823897173888355,0.0,0.0,0.0,1.0,0
-0.6783337110454382,-0.6635451925678536,1.045997215728356,0.0,0.0,0.0,1.0,0
0.8077734650513744,-0.23016710324132125,-1.5494503729513833,1.0,0.0,0.0,0.0,0
-0.5503860633845894,0.20321098608521113,0.3711808426716237,1.0,0.0,0.0,0.0,0
-0.6647427882991974,-0.6635451925678536,1.589310910958648,0.0,0.0,0.0,1.0,0
-0.2002264823105843,-1.3858420081120744,1.6481410563020555,0.0,1.0,0.0,0.0,0
-0.8473297431416517,-0.8080045556766977,-1.7224802121966993,1.0,0.0,0.0,0.0,0
0.659907313850532,0.9255078016294318,-0.2171206107624505,1.0,0.0,0.0,0.0,0
-0.9237107374821076,-1.2413826450032301,-0.6635375960153657,0.0,0.0,0.0,1.0,0
3.444990778589622,0.49212971230289937,1.30554197459633,1.0,0.0,0.0,0.0,0
0.5151965288391847,0.05875162297636701,0.3504172619621858,0.0,0.0,0.0,1.0,0
-0.7758555656068769,1.0699671647382758,-1.4283294854796622,1.0,0.0,0.0,0.0,0
-0.9975425294662708,0.9255078016294318,-0.6289316281663024,0.0,0.0,0.0,1.0,0
0.731147376772915,-1.096923281894386,-0.4385988049964549,0.0,1.0,0.0,0.0,0
0.25616607936640434,1.5033452540648082,0.35387785874709216,0.0,1.0,0.0,0.0,0
0.33680088078926035,-1.096923281894386,-0.0025636100982587245,0.0,0.0,0.0,1.0,0
0.5108149165108329,1.0699671647382758,0.5545924722716586,0.0,1.0,0.0,0.0,0
-0.9242717267978012,1.6478046171736525,-0.9265429516682459,1.0,0.0,0.0,0.0,0
-0.5476502328193731,-1.2413826450032301,1.4508870395623952,0.0,0.0,0.0,1.0,0
-0.8768344043187057,-1.5303013712209184,-0.5701014828228951,0.0,0.0,0.0,1.0,0
1.0376398688756765,0.05875162297636701,0.23967816484518362,0.0,0.0,0.0,1.0,0
-0.0012292868271574,0.49212971230289937,-1.0961121941286556,0.0,1.0,0.0,0.0,0
-0.5908314435819092,1.3588858909559642,-0.22058120754735683,1.0,0.0,0.0,0.0,0
-0.9358293093213516,-1.5303013712209184,0.1877692130715888,1.0,0.0,0.0,0.0,0
-0.6209338407337738,0.9255078016294318,-1.1134151780531871,0.0,0.0,0.0,1.0,0
-0.599559863373314,0.6365890754117435,-1.4733172436834443,0.0,0.0,0.0,1.0,0
0.3390719964829229,-1.096923281894386,0.5338288915622207,0.0,0.0,0.0,1.0,0
0.038374479958659106,0.7810484385205877,0.385023229811249,0.0,0.0,1.0,0.0,1
1.2364607758527435,1.5033452540648082,1.3539903295850184,0.0,0.0,0.0,1.0,0
-0.3473400136828156,1.21442652784712,-0.7950402738418058,0.0,0.0,0.0,1.0,0
-0.8725009891458572,0.7810484385205877,1.6446804595171491,0.0,1.0,0.0,0.0,0
0.2787763339949057,-0.6635451925678536,-1.545989776166477,1.0,0.0,0.0,0.0,1
0.4648134820900176,0.34767034919405526,0.689555746883005,0.0,0.0,0.0,1.0,0
-0.15765435025820979,0.05875162297636701,1.2501724260378289,0.0,0.0,0.0,1.0,0
0.5094554961942904,0.05875162297636701,1.1948028774793276,0.0,1.0,0.0,0.0,0
-0.30449263679190813,0.49212971230289937,-1.469856646898538,0.0,1.0,0.0,0.0,0
-0.24407928874793264,1.3588858909559642,-0.7119859510040542,0.0,0.0,0.0,1.0,0
-0.4307304178905424,1.0699671647382758,-0.9784519034418406,0.0,1.0,0.0,0.0,0
-0.9768002608126887,0.05875162297636701,-0.7777372899172742,0.0,1.0,0.0,0.0,0
-0.8860534880487113,1.0699671647382758,0.26390234233952786,1.0,0.0,0.0,0.0,0
-0.9704515470002927,-1.5303013712209184,0.5061441172829702,0.0,0.0,0.0,1.0,0
0.035131509170061366,-1.3858420081120744,0.8452826022037895,0.0,0.0,0.0,1.0,0
-0.6158962995700683,0.34767034919405526,0.7241617147320683,1.0,0.0,0.0,0.0,1
-0.274090559864552,1.5033452540648082,-0.8158038545512437,1.0,0.0,0.0,0.0,0
1.440712220313285,0.9255078016294318,1.5616261366793975,1.0,0.0,0.0,0.0,0
-0.708940204638358,0.05875162297636701,1.3782145070793625,1.0,0.0,0.0,0.0,0
-0.4610398935515176,-1.096923281894386,-1.5875169375853528,0.0,0.0,0.0,1.0,0
0.44260023984411095,1.3588858909559642,-0.48704715998514336,0.0,0.0,0.0,1.0,0
-0.7365827361857988,-0.9524639187855419,-0.9473065323776838,0.0,0.0,0.0,1.0,0
-0.921013150790847,0.20321098608521113,-0.9507671291625901,0.0,0.0,1.0,0.0,0
-0.6520806156054427,-1.2413826450032301,-1.5183050018872264,0.0,0.0,0.0,1.0,1
-0.8227902411148963,1.3588858909559642,-1.144560549117344,0.0,0.0,0.0,1.0,0
1.7215998631511908,0.9255078016294318,1.5962321045284606,0.0,0.0,0.0,1.0,0
0.691110985982925,1.5033452540648082,0.9006521507622905,1.0,0.0,0.0,0.0,0
0.026679402824845634,-0.8080045556766977,1.2051846678340465,1.0,0.0,0.0,0.0,0
1.1022878618104999,-1.2413826450032301,0.9006521507622905,0.0,0.0,1.0,0.0,0
0.6675896651448193,-1.5303013712209184,-0.6739193863700846,0.0,0.0,0.0,1.0,0
-0.7912954709105694,-0.8080045556766977,0.8591249893434147,0.0,1.0,0.0,0.0,0
1.2863003555954826,-1.3858420081120744,0.22929637449046464,0.0,0.0,0.0,1.0,0
-0.2077259808006461,0.34767034919405526,0.6272650047546914,0.0,0.0,0.0,1.0,0
0.6874790596296293,-1.6747607343297626,1.447426442777489,0.0,0.0,0.0,1.0,0
1.3206094218405546,-1.5303013712209184,1.6965894112907438,0.0,0.0,0.0,1.0,0
-0.6104219065320643,-0.3746264663501654,-1.6186623086495098,0.0,1.0,0.0,0.0,0
-0.8835649469320932,0.49212971230289937,1.1255909417812013,0.0,0.0,1.0,0.0,0
-0.7377305823474971,0.34767034919405526,0.48538053657353225,0.0,0.0,0.0,1.0,0
-0.4315068293573155,1.6478046171736525,-1.2864450172985031,0.0,0.0,1.0,0.0,0
0.745447026347662,0.34767034919405526,-0.3728474660832349,0.0,0.0,0.0,1.0,0
1.0200029886848432,0.20321098608521113,-1.2137724848154703,0.0,0.0,0.0,1.0,0
-0.9960656680037033,1.3588858909559642,0.5303682947773144,0.0,0.0,0.0,1.0,0
-0.26953474836371666,0.20321098608521113,0.44385337515465645,0.0,0.0,0.0,1.0,0
-0.4487329480252274,-0.9524639187855419,0.7414646986565998,0.0,0.0,0.0,1.0,0
-0.7454478930388023,0.20321098608521113,-0.40745343393229805,0.0,1.0,0.0,0.0,0
-0.8721848850373507,0.6365890754117435,0.8487431989886958,1.0,0.0,0.0,0.0,0
-0.5804761127152372,0.7810484385205877,-1.677492453992917,1.0,0.0,0.0,0.0,0
1.935249740528372,1.0699671647382758,0.31927189089802893,0.0,0.0,0.0,1.0,0
-0.602567398962414,0.9255078016294318,-1.687874244347636,1.0,0.0,0.0,0.0,0
-0.25252182221625047,0.6365890754117435,-1.4560142597589127,0.0,1.0,0.0,0.0,0
0.24281476762756013,0.49212971230289937,-1.0199790648607165,0.0,0.0,1.0,0.0,0
-0.5393557011784577,-0.6635451925678536,-1.0303608552154355,0.0,0.0,0.0,1.0,1
2.6584731066617135,-0.8080045556766977,-0.42475641785682966,0.0,0.0,1.0,0.0,0
2.3651631891146194,1.0699671647382758,0.9767852800302296,1.0,0.0,0.0,0.0,0
-0.7055302886953531,-0.08570774013247712,0.146242051652713,1.0,0.0,0.0,0.0,0
-0.2974679486328947,-0.5190858294590095,-1.6567288732834793,0.0,0.0,0.0,1.0,0
-0.6358748792750053,0.20321098608521113,0.3884838265961553,0.0,0.0,0.0,1.0,0
-0.6591525971080542,1.0699671647382758,-1.1757059201815008,0.0,1.0,0.0,0.0,0
-0.9646520275670238,-1.6747607343297626,0.37464143945653006,0.0,0.0,0.0,1.0,0
-0.0379808655775955,-0.3746264663501654,-1.2379966623098146,0.0,0.0,0.0,1.0,0
-0.2863217612762166,0.6365890754117435,1.482032410626552,0.0,0.0,1.0,0.0,0
-0.9489836170034975,0.6365890754117435,-1.3764205337060673,0.0,0.0,0.0,1.0,0
-0.6680033205598497,0.6365890754117435,-0.4143746275021107,0.0,0.0,0.0,1.0,0
1.4485075449758125,-1.2413826450032301,-0.1617510622039494,0.0,1.0,0.0,0.0,0
-0.7221574178886402,0.6365890754117435,-0.2932537400303895,0.0,0.0,0.0,1.0,0
-0.8425751018872449,0.7810484385205877,-0.6150892410266772,0.0,1.0,0.0,0.0,0
-0.3132600915664612,1.0699671647382758,-1.144560549117344,0.0,1.0,0.0,0.0,0
3.3525098390574803,1.5033452540648082,0.25698114876971523,0.0,0.0,0.0,1.0,0
-0.718786718199067,-1.5303013712209184,0.8798885700528526,1.0,0.0,0.0,0.0,0
0.1412790167704425,-0.6635451925678536,0.2812053262640594,0.0,0.0,0.0,1.0,0
0.4684003366019527,0.05875162297636701,-0.7881190802719932,1.0,0.0,0.0,0.0,0
-0.7247513156467942,1.5033452540648082,-0.17213285255866836,0.0,0.0,1.0,0.0,0
0.3338102076274659,1.3588858909559642,1.3124631681661425,0.0,0.0,0.0,1.0,0
-0.5326350565729864,1.0699671647382758,-1.3037480012230347,1.0,0.0,0.0,0.0,0
0.023610254758375804,1.3588858909559642,-0.4109140307172044,0.0,1.0,0.0,0.0,0
0.02703208359269925,0.34767034919405526,-0.6393134185210214,0.0,0.0,0.0,1.0,0
-0.21564367426086145,1.0699671647382758,1.1809604903397024,0.0,0.0,0.0,1.0,0
-0.9061059911094528,1.5033452540648082,-1.3660387433513483,0.0,0.0,0.0,1.0,0
0.8478891205094743,-0.5190858294590095,0.547671278701846,0.0,0.0,1.0,0.0,0
-0.6062349591431747,-1.3858420081120744,1.4024386845737067,0.0,0.0,0.0,1.0,0
-0.7913605084861882,-1.3858420081120744,-0.13406628792469885,0.0,0.0,0.0,1.0,0
-0.9605002780121579,-1.5303013712209184,-0.24826598182660736,0.0,0.0,0.0,1.0,0
-0.08592398604502573,-1.6747607343297626,0.699937537237724,0.0,1.0,0.0,0.0,0
0.15841518077989528,0.20321098608521113,-0.5701014828228951,0.0,0.0,1.0,0.0,0
-0.9860585058139641,0.6365890754117435,0.8175978279245388,0.0,1.0,0.0,0.0,0
-0.26670782960702144,0.05875162297636701,0.87296737648304,0.0,0.0,0.0,1.0,0
-0.739642203061344,0.9255078016294318,-0.01986659402279032,0.0,0.0,0.0,1.0,0
0.06016834476683702,1.5033452540648082,1.6273774755926176,0.0,0.0,0.0,1.0,0
-0.8065786467129055,0.34767034919405526,-0.4835865632002371,0.0,0.0,0.0,1.0,0
0.20189086516370225,0.20321098608521113,1.0183124414491054,0.0,1.0,0.0,0.0,0
-0.5013981142524444,-1.5303013712209184,-0.24134478825679473,0.0,0.0,0.0,1.0,0
1.8297674461484033,-0.8080045556766977,0.5995802304754407,1.0,0.0,0.0,0.0,0
-0.8513875356122065,0.6365890754117435,0.06318772881496133,0.0,1.0,0.0,0.0,0
-0.5751147722905754,0.7810484385205877,1.2363300388982035,1.0,0.0,0.0,0.0,0
-0.8796114381830149,-0.9524639187855419,-0.331320304664359,0.0,0.0,1.0,0.0,1
1.6510304924514247,1.21442652784712,-0.4316776114266423,0.0,0.0,1.0,0.0,0
1.1503339325893875,-0.6635451925678536,-1.210311888030564,0.0,0.0,0.0,1.0,0
-0.6970466593105867,-1.5303013712209184,-0.6220104345964899,0.0,0.0,1.0,0.0,0
0.1039289395940558,-1.6747607343297626,0.3642596491018111,1.0,0.0,0.0,0.0,0
0.7409869993506802,0.49212971230289937,-0.9957548873663723,1.0,0.0,0.0,0.0,0
-0.17177150497875995,-0.8080045556766977,0.25698114876971523,0.0,0.0,0.0,1.0,0
-0.22909444580049845,1.3588858909559642,-1.5113838083174138,0.0,0.0,0.0,1.0,0
-0.7190615336934294,1.6478046171736525,1.3539903295850184,0.0,0.0,1.0,0.0,0
-0.9029275001784118,-0.23016710324132125,-0.8019614674116184,0.0,0.0,0.0,1.0,0
1.331776362949252,0.34767034919405526,0.12201787415836876,0.0,0.0,0.0,1.0,0
1.3642605914313912,0.05875162297636701,1.7104317984303692,0.0,0.0,0.0,1.0,0
0.025833437849040602,1.6478046171736525,-1.3902629208456927,0.0,0.0,1.0,0.0,0
-0.5782819147210302,-1.5303013712209184,-1.3729599369211611,0.0,0.0,0.0,1.0,0
-0.5623523096975183,0.20321098608521113,-1.2829844205135967,0.0,0.0,1.0,0.0,0
0.3253086959736164,1.6478046171736525,-0.39015045000776644,0.0,0.0,0.0,1.0,0
1.3307234868930644,-0.9524639187855419,-0.6254710313813961,0.0,0.0,0.0,1.0,1
1.2353119729289348,-0.5190858294590095,-0.22058120754735683,0.0,0.0,0.0,1.0,0
0.5501718522309499,-0.8080045556766977,-1.6705712604231044,0.0,1.0,0.0,0.0,0
0.051122730933997336,0.7810484385205877,-0.9576883227324028,0.0,0.0,0.0,1.0,0
-0.9130207457948352,1.6478046171736525,0.4023262137357806,0.0,0.0,0.0,1.0,0
-0.8222915977128851,-0.5190858294590095,0.222375180920652,0.0,0.0,0.0,1.0,0
1.3452286074870552,1.5033452540648082,1.6896682177209312,0.0,0.0,0.0,1.0,0
-0.04618949172300697,-1.2413826450032301,-0.1444480782794178,0.0,1.0,0.0,0.0,0
-0.9937429066483383,-0.5190858294590095,-0.3728474660832349,0.0,0.0,0.0,1.0,0
-0.8934127426364419,-1.2413826450032301,-0.9542277259474965,0.0,0.0,0.0,1.0,0
0.11460229553557344,-0.08570774013247712,1.4197416684982385,0.0,0.0,0.0,1.0,0
-0.9980176980197133,-1.2413826450032301,-0.4905077567700497,0.0,0.0,0.0,1.0,0
-0.8232957467034336,1.6478046171736525,-0.24826598182660736,0.0,0.0,1.0,0.0,0
-0.18658592061668475,1.0699671647382758,1.4647294267020206,0.0,0.0,0.0,1.0,0
0.20507528557417387,0.20321098608521113,-1.6844136475627298,0.0,0.0,0.0,1.0,0
0.07999389197572031,1.6478046171736525,0.2016116002112141,0.0,0.0,0.0,1.0,0
-0.7425921307981161,1.6478046171736525,0.5165259076376891,0.0,1.0,0.0,0.0,0
0.2749696601780526,-0.8080045556766977,0.15316324522252564,0.0,1.0,0.0,0.0,0
-0.7252741361462967,0.05875162297636701,1.4889536041963647,0.0,0.0,0.0,1.0,1
-0.5992307272682907,1.3588858909559642,-0.3036355303851085,0.0,1.0,0.0,0.0,0
0.4052508558236099,-0.6635451925678536,-0.5078107406945813,0.0,1.0,0.0,0.0,0
0.07315073820837911,1.5033452540648082,-0.15482986863413675,0.0,0.0,0.0,1.0,0
0.9385246628953681,-1.096923281894386,0.7622282793660378,0.0,0.0,0.0,1.0,0
0.0967965865547003,-0.08570774013247712,0.10125429344893085,0.0,1.0,0.0,0.0,0
-0.14107230946111052,0.05875162297636701,1.7208135887850882,0.0,1.0,0.0,0.0,0
-0.9022799740350934,1.0699671647382758,-1.058045629494686,0.0,0.0,1.0,0.0,0
-0.5327443513881007,0.20321098608521113,1.1636575064151709,0.0,0.0,0.0,1.0,0
-0.686955093246133,0.7810484385205877,-1.3383539690720978,1.0,0.0,0.0,0.0,0
-0.7161640729432404,1.6478046171736525,-0.2932537400303895,0.0,0.0,0.0,1.0,0
2.704155863822818,1.0699671647382758,-0.5181925310493003,1.0,0.0,0.0,0.0,0
-0.4906948433588651,-1.2413826450032301,1.6412198627322427,0.0,1.0,0.0,0.0,0
1.2814169309969263,1.21442652784712,-1.4767778404683507,0.0,1.0,0.0,0.0,0
0.02035747852191249,0.7810484385205877,0.5545924722716586,0.0,0.0,0.0,1.0,0
0.6222841621131747,-0.8080045556766977,-1.611741115079697,0.0,0.0,0.0,1.0,0
-0.28640828862569473,0.34767034919405526,-0.8988581773889953,1.0,0.0,0.0,0.0,1
-0.12043139653513363,1.21442652784712,0.5580530690565649,0.0,0.0,0.0,1.0,0
-0.30708029285013144,-0.9524639187855419,-1.5183050018872264,0.0,0.0,0.0,1.0,0
-0.7802939282230864,0.49212971230289937,0.5684348594112839,0.0,0.0,0.0,1.0,0
0.3122707233525471,1.0699671647382758,0.025121164180991827,0.0,0.0,0.0,1.0,0
-0.6649741942446178,1.6478046171736525,-1.0857304037739366,0.0,1.0,0.0,0.0,0
-0.9779613281498146,-0.6635451925678536,0.80721603756982,0.0,0.0,0.0,1.0,0
0.061035014403194324,1.21442652784712,-1.4144870983400368,0.0,0.0,0.0,1.0,0
-0.803161674132609,0.49212971230289937,-1.719019615411793,0.0,0.0,0.0,1.0,1
1.8921053702508552,1.3588858909559642,-0.22058120754735683,1.0,0.0,0.0,0.0,0
2.155334897598048,0.49212971230289937,-1.1618635330418756,0.0,0.0,1.0,0.0,0
1.5251211591580605,-1.3858420081120744,-0.19289643326810627,0.0,0.0,0.0,1.0,0
-0.5287713791395574,0.6365890754117435,-1.6498076797136665,0.0,1.0,0.0,0.0,0
-0.9872383950984842,-0.5190858294590095,0.02166056739608551,0.0,0.0,0.0,1.0,0
1.7016619463742906,-1.3858420081120744,-1.3971841144155053,0.0,1.0,0.0,0.0,0
-0.4295767500715586,1.0699671647382758,-0.808882660981431,1.0,0.0,0.0,0.0,0
2.4871228766997016,-0.8080045556766977,0.5545924722716586,0.0,0.0,0.0,1.0,0
2.3977237851010544,0.7810484385205877,-0.37630806286814117,0.0,0.0,0.0,1.0,0
0.9646249179316106,-0.08570774013247712,0.9075733443321031,0.0,1.0,0.0,0.0,0
-0.6452702050529575,0.9255078016294318,0.32619308446784157,0.0,0.0,1.0,0.0,0
-0.5041350696591582,0.49212971230289937,-0.7500525156380237,1.0,0.0,0.0,0.0,0
0.9516313458793496,1.3588858909559642,0.6307256015395977,1.0,0.0,0.0,0.0,0
-0.6120480934814772,1.6478046171736525,0.8002948440000073,0.0,0.0,0.0,1.0,0
-0.8126191558608366,0.6365890754117435,-1.3591175497815358,0.0,0.0,0.0,1.0,0
-0.16807200353617402,1.0699671647382758,-1.642886486143854,1.0,0.0,0.0,0.0,0
1.8204789036315756,0.34767034919405526,0.8868097636226653,0.0,0.0,0.0,1.0,0
0.2189411737146907,-1.6747607343297626,-1.545989776166477,0.0,1.0,0.0,0.0,0
-0.13689721236190205,-1.5303013712209184,1.6446804595171491,0.0,0.0,0.0,1.0,0
-0.898306953949244,-0.6635451925678536,-1.2760632269437842,0.0,0.0,0.0,1.0,0
-0.023572738830351846,1.3588858909559642,-1.556371566521196,0.0,0.0,0.0,1.0,0
3.728689357333173,-1.5303013712209184,-0.030248384377509277,1.0,0.0,0.0,0.0,0
-0.8483330326918517,0.9255078016294318,0.9110339411170095,0.0,0.0,0.0,1.0,0
-0.25350450287194326,-0.5190858294590095,0.9664034896755106,1.0,0.0,0.0,0.0,0
1.150616099214224,-0.5190858294590095,-0.7050647574342415,1.0,0.0,0.0,0.0,0
0.3823400268804405,0.05875162297636701,-0.35554448215870327,0.0,0.0,1.0,0.0,0
0.22227550694842738,-0.9524639187855419,0.30889010054331,0.0,0.0,0.0,1.0,1
0.24096798813088968,0.34767034919405526,-1.6740318572080108,0.0,1.0,0.0,0.0,0
-0.5460084613081141,0.9255078016294318,1.0944455707170444,0.0,0.0,1.0,0.0,0
-0.6465161397248932,1.21442652784712,0.9283369250415411,0.0,0.0,0.0,1.0,0
0.6977691549397539,0.34767034919405526,1.222487651758578,0.0,1.0,0.0,0.0,0
0.7018269037362985,0.7810484385205877,0.40578681052068694,0.0,0.0,0.0,1.0,0
1.067834660255206,-0.8080045556766977,1.4093598781435195,0.0,0.0,0.0,1.0,0
1.5057299683822225,-0.23016710324132125,1.599692701313367,0.0,0.0,0.0,1.0,0
-0.2682856385798823,-0.6635451925678536,0.1981510034263078,0.0,1.0,0.0,0.0,1
-0.28871847799304345,-0.9524639187855419,-0.88501579024937,0.0,1.0,0.0,0.0,0
0.6398595451107882,-0.6635451925678536,0.004357583471553914,0.0,0.0,0.0,1.0,0
0.0741208770479403,-1.5303013712209184,-1.4283294854796622,1.0,0.0,0.0,0.0,0
0.23918536685187894,0.9255078016294318,-1.0338214520003417,0.0,0.0,0.0,1.0,0
0.6272045632165256,0.49212971230289937,1.5374019591850532,0.0,1.0,0.0,0.0,0
1.2621921967296679,-0.8080045556766977,-0.905779370958808,0.0,0.0,1.0,0.0,0
-0.579887182915659,-0.3746264663501654,-0.040630174732228234,0.0,0.0,0.0,1.0,0
-0.5198943440933751,-0.08570774013247712,0.9629428928906043,1.0,0.0,0.0,0.0,0
-0.9019320747621211,0.6365890754117435,-1.6913348411325424,0.0,1.0,0.0,0.0,0
-0.11708752220527513,-0.8080045556766977,0.5096047140678764,1.0,0.0,0.0,0.0,0
-0.9656582035122816,1.3588858909559642,-0.6462346120908341,0.0,0.0,0.0,1.0,0
-0.3601271113970057,-0.6635451925678536,0.634186198324504,0.0,0.0,0.0,1.0,0
-0.20034194064645056,-0.8080045556766977,0.8314402150641642,0.0,1.0,0.0,0.0,0
-0.6567089482065998,-1.2413826450032301,-1.0511244359248735,0.0,0.0,0.0,1.0,0
-0.08607369975396607,-1.3858420081120744,-0.895397580604089,0.0,0.0,0.0,1.0,0
-0.9714353960307355,0.9255078016294318,0.01819997061117919,1.0,0.0,0.0,0.0,0
-0.964160398712246,0.34767034919405526,-1.5875169375853528,0.0,0.0,0.0,1.0,0
0.7716403717785124,-1.2413826450032301,-0.5943256603172393,1.0,0.0,0.0,0.0,0
-0.5448870211885621,-0.5190858294590095,1.0010094575245738,0.0,0.0,0.0,1.0,0
-0.8637601923434455,0.05875162297636701,0.30889010054331,0.0,1.0,0.0,0.0,0
-0.24513152275026262,0.7810484385205877,-0.2517265786115137,0.0,0.0,1.0,0.0,0
0.5051018242930265,1.21442652784712,1.0010094575245738,0.0,0.0,1.0,0.0,1
-0.7537090778277517,0.49212971230289937,0.8383614086339768,0.0,0.0,0.0,1.0,0
-0.0023393257370073386,-1.6747607343297626,0.385023229811249,1.0,0.0,0.0,0.0,0
-0.9116667203528708,-1.2413826450032301,-1.1757059201815008,0.0,0.0,0.0,1.0,0
